Month,Item Fat Content,Item Type,Outlet Location Type,Outlet Size,Outlet Type,Sales,Rating
JUN,Regular,Meat,Tier 2,Medium,Supermarket Type1,104,4.3
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,105,4.3
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,189,4.3
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,129,4.3
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,87,4.3
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,143,4.3
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,36,4.3
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,79,4.3
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,173,4.3
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,177,4.3
JUN,Regular,Canned,Tier 2,Medium,Supermarket Type1,54,4.3
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,105,4.2
JUN,Regular,Snack Foods,Tier 2,Small,Supermarket Type1,264,4.2
JUN,Low Fat,Hard Drinks,Tier 2,Small,Supermarket Type1,251,4.2
JUN,Regular,Breakfast,Tier 2,Small,Supermarket Type1,104,4.2
JUN,Low Fat,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,192,4.2
JUN,Low Fat,Dairy,Tier 2,Medium,Supermarket Type1,64,4.2
JUN,Low Fat,Snack Foods,Tier 2,Medium,Supermarket Type1,256,4.2
JUN,Low Fat,Baking Goods,Tier 2,Small,Supermarket Type1,248,4.2
JUN,Low Fat,Baking Goods,Tier 2,Small,Supermarket Type1,157,4.2
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,150,4.2
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,94,4.2
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,181,4.2
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,77,4.2
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,256,4.2
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,142,4.2
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,106,4.2
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,118,4.2
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,233,4.2
JUN,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,106,4.2
JUN,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,37,4.2
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,147,4.2
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,176,4.2
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,40,4.2
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,100,4.2
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,50,4.2
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,78,4.2
JUN,Low Fat,Hard Drinks,Tier 2,Small,Supermarket Type1,173,4.2
JUN,Low Fat,Hard Drinks,Tier 2,Small,Supermarket Type1,236,4.2
JUN,Low Fat,Hard Drinks,Tier 2,Small,Supermarket Type1,42,4.2
JUN,Low Fat,Health and Hygiene,Tier 2,Small,Supermarket Type1,118,4.2
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,117,4.2
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,35,4.2
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,124,4.2
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,34,4.2
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,225,4.2
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,102,4.2
JUN,Low Fat,Meat,Tier 2,High,Supermarket Type1,144,4.2
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,108,4.2
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,44,4.2
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,238,4.2
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,180,4.2
JUN,Low Fat,Soft Drinks,Tier 2,High,Supermarket Type1,197,4.2
JUN,Regular,Breakfast,Tier 2,High,Supermarket Type1,155,4.2
JUN,Regular,Canned,Tier 2,High,Supermarket Type1,92,4.2
JUN,Regular,Canned,Tier 2,High,Supermarket Type1,112,4.2
JUN,Regular,Canned,Tier 2,High,Supermarket Type1,153,4.2
JUN,Regular,Dairy,Tier 2,High,Supermarket Type1,61,4.2
JUN,Regular,Dairy,Tier 2,High,Supermarket Type1,120,4.2
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,114,4.2
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,178,4.2
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,192,4.2
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,261,4.2
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,87,4.2
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,116,4.2
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,164,4.2
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,238,4.2
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,172,4.2
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,157,4.2
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,110,4.2
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,162,4.2
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,47,4.2
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,188,4.2
JUN,Regular,Seafood,Tier 2,Medium,Supermarket Type1,185,4.2
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,198,4.2
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,223,4.2
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,179,4.2
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,169,4.2
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,228,4.2
JUN,Regular,Soft Drinks,Tier 2,Medium,Supermarket Type1,46,4.2
JUN,low fat,Dairy,Tier 2,Medium,Supermarket Type1,152,4.2
JUN,Regular,Meat,Tier 2,Medium,Supermarket Type1,262,4.2
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,58,4.2
JUN,Low Fat,Breads,Tier 2,Small,Supermarket Type1,63,4.1
JUN,Regular,Baking Goods,Tier 2,Small,Supermarket Type1,88,4.1
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,122,4.1
JUN,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,262,4.1
JUN,Regular,Meat,Tier 2,Small,Supermarket Type1,111,4.1
JUN,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,89,4.1
JUN,Low Fat,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,222,4.1
JUN,Low Fat,Starchy Foods,Tier 2,Medium,Supermarket Type1,224,4.1
JUN,Low Fat,Baking Goods,Tier 2,Small,Supermarket Type1,160,4.1
JUN,Low Fat,Baking Goods,Tier 2,Small,Supermarket Type1,121,4.1
JUN,Low Fat,Breads,Tier 2,Small,Supermarket Type1,127,4.1
JUN,Low Fat,Breads,Tier 2,Small,Supermarket Type1,119,4.1
JUN,Low Fat,Breads,Tier 2,Small,Supermarket Type1,94,4.1
JUN,Low Fat,Breakfast,Tier 2,Small,Supermarket Type1,128,4.1
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,161,4.1
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,179,4.1
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,157,4.1
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,244,4.1
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,264,4.1
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,262,4.1
JUN,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,153,4.1
JUN,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,109,4.1
JUN,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,214,4.1
JUN,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,76,4.1
JUN,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,113,4.1
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,165,4.1
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,93,4.1
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,152,4.1
JUN,Low Fat,Hard Drinks,Tier 2,Small,Supermarket Type1,154,4.1
JUN,Low Fat,Hard Drinks,Tier 2,Small,Supermarket Type1,40,4.1
JUN,Low Fat,Health and Hygiene,Tier 2,Small,Supermarket Type1,122,4.1
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,142,4.1
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,45,4.1
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,172,4.1
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,110,4.1
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,125,4.1
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,228,4.1
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,76,4.1
JUN,Low Fat,Meat,Tier 2,High,Supermarket Type1,198,4.1
JUN,Low Fat,Seafood,Tier 2,High,Supermarket Type1,112,4.1
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,229,4.1
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,108,4.1
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,258,4.1
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,120,4.1
JUN,Low Fat,Starchy Foods,Tier 2,High,Supermarket Type1,124,4.1
JUN,Low Fat,Starchy Foods,Tier 2,High,Supermarket Type1,163,4.1
JUN,Regular,Baking Goods,Tier 2,High,Supermarket Type1,110,4.1
JUN,Regular,Baking Goods,Tier 2,High,Supermarket Type1,78,4.1
JUN,Regular,Canned,Tier 2,High,Supermarket Type1,124,4.1
JUN,Regular,Canned,Tier 2,High,Supermarket Type1,40,4.1
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,244,4.1
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,215,4.1
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,83,4.1
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,170,4.1
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,197,4.1
JUN,Regular,Meat,Tier 2,Medium,Supermarket Type1,214,4.1
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,56,4.1
JUN,Regular,Soft Drinks,Tier 2,Medium,Supermarket Type1,56,4.1
JUN,low fat,Canned,Tier 2,Medium,Supermarket Type1,90,4.1
JUN,Regular,Baking Goods,Tier 2,Medium,Supermarket Type1,49,4.1
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,196,4
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,217,4
JUN,Regular,Frozen Foods,Tier 2,Small,Supermarket Type1,37,4
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,228,4
JUN,Low Fat,Household,Tier 2,Medium,Supermarket Type1,144,4
JUN,Regular,Dairy,Tier 2,Medium,Supermarket Type1,115,4
JUN,Low Fat,Health and Hygiene,Tier 2,Medium,Supermarket Type1,237,4
JUN,Low Fat,Dairy,Tier 2,Medium,Supermarket Type1,249,4
JUN,Low Fat,Baking Goods,Tier 2,Small,Supermarket Type1,74,4
JUN,Low Fat,Baking Goods,Tier 2,Small,Supermarket Type1,111,4
JUN,Low Fat,Breads,Tier 2,Small,Supermarket Type1,87,4
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,146,4
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,181,4
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,89,4
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,95,4
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,220,4
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,173,4
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,178,4
JUN,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,197,4
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,37,4
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,46,4
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,114,4
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,103,4
JUN,Low Fat,Hard Drinks,Tier 2,Small,Supermarket Type1,143,4
JUN,Low Fat,Hard Drinks,Tier 2,Small,Supermarket Type1,189,4
JUN,Low Fat,Hard Drinks,Tier 2,Small,Supermarket Type1,61,4
JUN,Low Fat,Health and Hygiene,Tier 2,Small,Supermarket Type1,124,4
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,163,4
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,101,4
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,254,4
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,178,4
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,100,4
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,173,4
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,193,4
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,255,4
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,114,4
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,106,4
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,241,4
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,145,4
JUN,Low Fat,Soft Drinks,Tier 2,High,Supermarket Type1,127,4
JUN,Low Fat,Soft Drinks,Tier 2,High,Supermarket Type1,118,4
JUN,Low Fat,Soft Drinks,Tier 2,High,Supermarket Type1,95,4
JUN,Low Fat,Soft Drinks,Tier 2,High,Supermarket Type1,237,4
JUN,Low Fat,Soft Drinks,Tier 2,High,Supermarket Type1,39,4
JUN,Low Fat,Starchy Foods,Tier 2,High,Supermarket Type1,255,4
JUN,Regular,Baking Goods,Tier 2,High,Supermarket Type1,226,4
JUN,Regular,Baking Goods,Tier 2,High,Supermarket Type1,35,4
JUN,Regular,Baking Goods,Tier 2,High,Supermarket Type1,96,4
JUN,Regular,Baking Goods,Tier 2,High,Supermarket Type1,89,4
JUN,Regular,Breads,Tier 2,High,Supermarket Type1,158,4
JUN,Regular,Breakfast,Tier 2,High,Supermarket Type1,178,4
JUN,Regular,Canned,Tier 2,High,Supermarket Type1,111,4
JUN,Regular,Canned,Tier 2,High,Supermarket Type1,147,4
JUN,Regular,Dairy,Tier 2,High,Supermarket Type1,98,4
JUN,Regular,Dairy,Tier 2,High,Supermarket Type1,44,4
JUN,Regular,Dairy,Tier 2,High,Supermarket Type1,195,4
JUN,Regular,Dairy,Tier 2,High,Supermarket Type1,182,4
JUN,Regular,Dairy,Tier 2,High,Supermarket Type1,257,4
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,245,4
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,145,4
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,99,4
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,163,4
JUN,Regular,Fruits and Vegetables,Tier 2,High,Supermarket Type1,264,4
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,257,4
JUN,Regular,Meat,Tier 2,Medium,Supermarket Type1,48,4
JUN,Regular,Meat,Tier 2,Medium,Supermarket Type1,198,4
JUN,Regular,Seafood,Tier 2,Medium,Supermarket Type1,174,4
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,131,4
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,89,4
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,126,4
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,253,4
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,111,4
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,252,4
JUN,Regular,Soft Drinks,Tier 2,Medium,Supermarket Type1,49,4
JUN,Regular,Soft Drinks,Tier 2,Medium,Supermarket Type1,125,4
JUN,Regular,Starchy Foods,Tier 2,Medium,Supermarket Type1,240,4
JUN,Regular,Starchy Foods,Tier 2,Medium,Supermarket Type1,48,4
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,91,3.9
JUN,Low Fat,Household,Tier 2,Medium,Supermarket Type1,253,3.9
JUN,Regular,Meat,Tier 2,Medium,Supermarket Type1,132,3.9
JUN,Low Fat,Soft Drinks,Tier 2,Medium,Supermarket Type1,144,3.9
JUN,Low Fat,Baking Goods,Tier 2,Small,Supermarket Type1,105,3.9
JUN,Low Fat,Breads,Tier 2,Small,Supermarket Type1,193,3.9
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,116,3.9
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,199,3.9
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,35,3.9
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,46,3.9
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,243,3.9
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,91,3.9
JUN,Low Fat,Household,Tier 2,High,Supermarket Type1,126,3.9
JUN,Low Fat,Others,Tier 2,High,Supermarket Type1,57,3.9
JUN,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,43,3.9
JUN,Low Fat,Starchy Foods,Tier 2,High,Supermarket Type1,127,3.9
JUN,Low Fat,Starchy Foods,Tier 2,High,Supermarket Type1,106,3.9
JUN,Regular,Baking Goods,Tier 2,High,Supermarket Type1,41,3.9
JUN,Regular,Baking Goods,Tier 2,High,Supermarket Type1,172,3.9
JUN,Regular,Canned,Tier 2,High,Supermarket Type1,104,3.9
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,175,3.9
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,102,3.9
JUN,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,161,3.9
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,161,3.9
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,177,3.9
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,140,3.9
JUN,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,248,3.9
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,144,3.9
JUN,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,97,3.9
JUN,Regular,Soft Drinks,Tier 2,Medium,Supermarket Type1,174,3.9
JUN,low fat,Baking Goods,Tier 2,Medium,Supermarket Type1,53,3.9
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,48,3.8
JUN,Regular,Meat,Tier 2,Small,Supermarket Type1,109,3.8
JUN,Low Fat,Household,Tier 2,Small,Supermarket Type1,195,3.8
JUN,low fat,Snack Foods,Tier 2,Medium,Supermarket Type1,118,3.8
JUN,Low Fat,Baking Goods,Tier 2,Medium,Supermarket Type1,83,3.8
JUN,Low Fat,Household,Tier 2,Medium,Supermarket Type1,166,3.8
JUN,Low Fat,Baking Goods,Tier 2,Small,Supermarket Type1,124,3.8
JUN,Low Fat,Baking Goods,Tier 2,Small,Supermarket Type1,133,3.8
JUN,Low Fat,Breakfast,Tier 2,Small,Supermarket Type1,133,3.8
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,91,3.8
JUN,Low Fat,Canned,Tier 2,Small,Supermarket Type1,180,3.8
JUN,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,142,3.8
JUN,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,256,3.8
MAR,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,108,3.8
MAR,Low Fat,Health and Hygiene,Tier 2,Small,Supermarket Type1,100,3.8
MAR,Low Fat,Household,Tier 2,Small,Supermarket Type1,158,3.8
MAR,Low Fat,Household,Tier 2,High,Supermarket Type1,172,3.8
MAR,Low Fat,Meat,Tier 2,High,Supermarket Type1,88,3.8
MAR,Low Fat,Others,Tier 2,High,Supermarket Type1,239,3.8
MAR,Low Fat,Others,Tier 2,High,Supermarket Type1,105,3.8
MAR,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,52,3.8
MAR,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,119,3.8
MAR,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,123,3.8
MAR,Low Fat,Starchy Foods,Tier 2,High,Supermarket Type1,172,3.8
MAR,Low Fat,Starchy Foods,Tier 2,High,Supermarket Type1,37,3.8
MAR,Regular,Baking Goods,Tier 2,High,Supermarket Type1,145,3.8
MAR,Regular,Dairy,Tier 2,High,Supermarket Type1,89,3.8
MAR,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,62,3.8
MAR,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,195,3.8
MAR,Regular,Fruits and Vegetables,Tier 2,High,Supermarket Type1,130,3.8
MAR,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,129,3.8
MAR,Regular,Meat,Tier 2,Medium,Supermarket Type1,90,3.8
MAR,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,229,3.8
MAR,Regular,Dairy,Tier 2,Medium,Supermarket Type1,265,3.7
MAR,Low Fat,Dairy,Tier 2,Medium,Supermarket Type1,56,3.7
MAR,Low Fat,Breakfast,Tier 2,Medium,Supermarket Type1,166,3.7
MAR,Low Fat,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,158,3.7
MAR,Low Fat,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,217,3.7
MAR,Low Fat,Baking Goods,Tier 2,Small,Supermarket Type1,200,3.7
MAR,Low Fat,Canned,Tier 2,Small,Supermarket Type1,57,3.7
MAR,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,55,3.7
MAR,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,42,3.7
MAR,Low Fat,Health and Hygiene,Tier 2,Small,Supermarket Type1,121,3.7
MAR,Low Fat,Household,Tier 2,Small,Supermarket Type1,119,3.7
MAR,Low Fat,Meat,Tier 2,High,Supermarket Type1,120,3.7
MAR,Low Fat,Soft Drinks,Tier 2,High,Supermarket Type1,144,3.7
MAR,Regular,Breads,Tier 2,High,Supermarket Type1,168,3.7
MAR,Regular,Canned,Tier 2,High,Supermarket Type1,102,3.7
MAR,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,101,3.7
MAR,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,115,3.7
MAR,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,180,3.7
MAR,Regular,Snack Foods,Tier 2,Medium,Supermarket Type1,130,3.7
MAR,Low Fat,Canned,Tier 2,Small,Supermarket Type1,190,3.6
MAR,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,156,3.6
MAR,Low Fat,Household,Tier 2,Medium,Supermarket Type1,115,3.6
MAR,Low Fat,Canned,Tier 2,Small,Supermarket Type1,102,3.6
MAR,Low Fat,Health and Hygiene,Tier 2,Small,Supermarket Type1,152,3.6
MAR,Low Fat,Household,Tier 2,Small,Supermarket Type1,258,3.6
MAR,Low Fat,Household,Tier 2,Small,Supermarket Type1,175,3.6
MAR,Low Fat,Household,Tier 2,High,Supermarket Type1,177,3.6
MAR,Low Fat,Household,Tier 2,High,Supermarket Type1,39,3.6
MAR,Low Fat,Others,Tier 2,High,Supermarket Type1,100,3.6
MAR,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,184,3.6
MAR,Regular,Baking Goods,Tier 2,High,Supermarket Type1,184,3.6
MAR,Regular,Baking Goods,Tier 2,High,Supermarket Type1,144,3.6
MAR,Regular,Breakfast,Tier 2,High,Supermarket Type1,168,3.6
MAR,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,194,3.6
MAR,Regular,Meat,Tier 2,Medium,Supermarket Type1,152,3.6
MAR,low fat,Snack Foods,Tier 2,Medium,Supermarket Type1,181,3.6
MAR,Low Fat,Soft Drinks,Tier 2,Small,Supermarket Type1,153,3.5
MAR,Low Fat,Breads,Tier 2,Small,Supermarket Type1,65,3.5
MAR,Low Fat,Canned,Tier 2,Small,Supermarket Type1,92,3.5
MAR,Low Fat,Canned,Tier 2,Small,Supermarket Type1,152,3.5
MAR,Low Fat,Canned,Tier 2,Small,Supermarket Type1,208,3.5
MAR,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,233,3.5
MAR,Low Fat,Hard Drinks,Tier 2,Small,Supermarket Type1,47,3.5
MAR,Low Fat,Health and Hygiene,Tier 2,Small,Supermarket Type1,126,3.5
MAR,Low Fat,Health and Hygiene,Tier 2,Small,Supermarket Type1,99,3.5
MAR,Low Fat,Household,Tier 2,Small,Supermarket Type1,86,3.5
MAR,Low Fat,Household,Tier 2,High,Supermarket Type1,141,3.5
MAR,Low Fat,Household,Tier 2,High,Supermarket Type1,193,3.5
MAR,Low Fat,Others,Tier 2,High,Supermarket Type1,185,3.5
MAR,Low Fat,Snack Foods,Tier 2,High,Supermarket Type1,124,3.5
MAR,Low Fat,Soft Drinks,Tier 2,High,Supermarket Type1,150,3.5
MAR,Regular,Baking Goods,Tier 2,High,Supermarket Type1,51,3.5
MAR,Regular,Breakfast,Tier 2,High,Supermarket Type1,152,3.5
MAR,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,82,3.5
MAR,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,229,3.5
MAR,Regular,Fruits and Vegetables,Tier 2,Medium,Supermarket Type1,63,3.5
MAR,Regular,Meat,Tier 2,Medium,Supermarket Type1,97,3.5
MAR,Low Fat,Others,Tier 2,Medium,Supermarket Type1,154,3.4
MAR,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,262,3.4
MAR,Low Fat,Soft Drinks,Tier 2,High,Supermarket Type1,172,3.4
MAR,Regular,Canned,Tier 2,High,Supermarket Type1,192,3.4
MAR,Regular,Canned,Tier 2,High,Supermarket Type1,139,3.4
MAR,Regular,Frozen Foods,Tier 2,High,Supermarket Type1,35,3.4
MAR,Low Fat,Household,Tier 2,Small,Supermarket Type1,46,3.3
MAR,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,76,3.3
MAR,Low Fat,Dairy,Tier 2,Small,Supermarket Type1,99,3.3
MAR,Low Fat,Frozen Foods,Tier 2,Small,Supermarket Type1,143,3.3
MAR,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,109,3.3
MAR,Low Fat,Fruits and Vegetables,Tier 2,Small,Supermarket Type1,95,3.3
MAR,Low Fat,Health and Hygiene,Tier 2,Small,Supermarket Type1,237,3.3
MAR,Low Fat,Health and Hygiene,Tier 2,Small,Supermarket Type1,231,3.3
